gene_id	gene_name	candidate_gene	fold_difference	protein_fold_difference
Cre03.g185550.t1.2	SBP1	FALSE	0.653807959036876	1.015
Cre03.g187450.t1.2	RPI1	FALSE	1.61563289727828	0.9925
Cre03.g187450.t1.2	RPI1	FALSE	0.716029362702678	0.843333333333333
Cre03.g187450.t1.2	RPI1	FALSE	0.872108750819567	0.9625
Cre03.g187450.t1.2	RPI1	FALSE	0.973387105943766	0.734666666666667
Cre03.g187450.t1.2	RPI1	FALSE	0.754392007527001	0.8675
Cre03.g187450.t1.2	RPI1	FALSE	0.709127758053686	0.925
Cre04.g222750.t1.1	CCP2	TRUE	2.60587089505561	0.812
Cre04.g222750.t1.1	CCP2	FALSE	1.79617185197851	1.689
Cre04.g222750.t1.1	CCP2	TRUE	2.50710527144331	1.515
Cre04.g222750.t1.1	CCP2	TRUE	2.46198728454902	2.104
Cre04.g222750.t1.1	CCP2	TRUE	2.02981846310759	1.861
Cre04.g222750.t1.1	CCP2	FALSE	1.87459199685382	1.28366666666667
Cre04.g222800.t1.2	LCID	TRUE	2.16254248514357	0.895
Cre04.g222800.t1.2	LCID	FALSE	1.80508417776565	1.508
Cre04.g222800.t1.2	LCID	TRUE	3.62041162288403	1.022
Cre04.g222800.t1.2	LCID	FALSE	1.90155516742609	1.973
Cre04.g222800.t1.2	LCID	TRUE	2.2419723676416	1.17166666666667
Cre04.g222800.t1.2	LCID	TRUE	2.36036553746632	1.1835
Cre04.g223100.t1.2	CAH1	FALSE	1.09360909543976	1.1075
Cre04.g223100.t1.2	CAH1	FALSE	1.86803223062458	0.921
Cre04.g223100.t1.2	CAH1	FALSE	0.729932174316347	1.145
Cre04.g223100.t1.2	CAH1	FALSE	1.91683004524764	0.961
Cre04.g223100.t1.2	CAH1	FALSE	1.73347370138071	1.0295
Cre04.g223300.t1.2	CCP1	FALSE	1.99474727136128	0.888
Cre04.g223300.t1.2	CCP1	FALSE	1.63710586417688	1.28
Cre04.g223300.t1.2	CCP1	TRUE	3.95490595042609	0.915
Cre04.g223300.t1.2	CCP1	FALSE	1.27211123908118	1.602
Cre04.g223300.t1.2	CCP1	TRUE	3.47374560271617	1.2475
Cre04.g223300.t1.2	CCP1	TRUE	2.65313089608406	1.2215
Cre04.g229300.t1.3	RCA1	FALSE	0.848521600228245	1.058
Cre04.g229300.t1.3	RCA1	FALSE	1.31767946941512	1.0825
Cre04.g229300.t1.3	RCA1	FALSE	1.25236278948657	0.951
Cre04.g229300.t1.3	RCA1	FALSE	0.997083134140158	1.071
Cre04.g229300.t1.3	RCA1	FALSE	0.925494300622112	1.0595
Cre05.g243800.t1.2	CPLD45	FALSE	0.703564264254278	1.076
Cre05.g243800.t1.2	CPLD45	FALSE	0.112471629626693	0.67
Cre05.g243800.t1.2	CPLD45	FALSE	0.479531659057907	0.808
Cre05.g243800.t1.2	CPLD45	FALSE	0.20234503742268	0.875
Cre06.g250100.t1.2	HSP70B	FALSE	0.903108152440841	0.986
Cre06.g250100.t1.2	HSP70B	FALSE	0.650951237717384	1.016
Cre06.g250100.t1.2	HSP70B	FALSE	0.81054999089824	0.8425
Cre06.g257601.t1.2	PRX1	FALSE	0.796121536725079	0.9325
Cre06.g257601.t1.2	PRX1	FALSE	0.640734989208582	1.018
Cre06.g257601.t1.2	PRX1	FALSE	0.67015546981153	0.973
Cre06.g257601.t1.2	PRX1	FALSE	0.88035211622965	0.9615
Cre06.g257601.t1.2	PRX1	FALSE	0.835450380817785	0.969333333333333
Cre06.g259900.t1.2	ATPC	FALSE	0.400831990749983	0.8215
Cre06.g259900.t1.2	ATPC	FALSE	0.618901967056611	1.03
Cre06.g259900.t1.2	ATPC	FALSE	0.543510385260263	0.7465
Cre06.g259900.t1.2	ATPC	FALSE	0.502327896823463	0.902
Cre06.g259900.t1.2	ATPC	FALSE	0.400395672539381	0.921
Cre06.g272650.t1.2	LHCA8	FALSE	0.559869678636329	0.9695
Cre06.g272650.t1.2	LHCA8	FALSE	0.125383901584122	0.998
Cre06.g272650.t1.2	LHCA8	FALSE	0.34048102548936	1.114
Cre06.g272650.t1.2	LHCA8	FALSE	0.0490741948081663	0.755666666666667
Cre06.g272650.t1.2	LHCA8	FALSE	0.256869365608725	0.945333333333333
Cre06.g272650.t1.2	LHCA8	FALSE	0.210455049079846	0.966666666666667
Cre06.g283950.t1.2	LHCBM4	FALSE	0.794226442226923	1.051
Cre06.g283950.t1.2	LHCBM4	FALSE	0.111308598306429	0.948
Cre06.g283950.t1.2	LHCBM4	FALSE	0.0257145314847828	1.145
Cre06.g283950.t1.2	LHCBM4	FALSE	0.506181309858014	1.063
Cre06.g283950.t1.2	LHCBM4	FALSE	0.434565479215504	0.883
Cre07.g330250.t1.2	PSAH	FALSE	0.867188396702281	0.9585
Cre07.g330250.t1.2	PSAH	FALSE	0.261764689085256	0.963
Cre07.g330250.t1.2	PSAH	FALSE	0.594350443634808	1.005
Cre07.g330250.t1.2	PSAH	FALSE	0.137464864008187	0.809333333333333
Cre07.g330250.t1.2	PSAH	FALSE	0.561480017850362	0.943
Cre07.g330250.t1.2	PSAH	FALSE	0.396951825594066	0.968333333333333
Cre07.g344950.t1.2	LHCA9	FALSE	0.585301454369234	1.043
Cre07.g344950.t1.2	LHCA9	FALSE	0.153263707533329	0.8745
Cre07.g344950.t1.2	LHCA9	FALSE	0.303227332964577	1.1695
Cre07.g344950.t1.2	LHCA9	FALSE	0.0526520243305897	0.7735
Cre07.g344950.t1.2	LHCA9	FALSE	0.308547308644178	0.976666666666667
Cre07.g344950.t1.2	LHCA9	FALSE	0.206166996822932	0.957
Cre07.g356350.t1.1	DXS	FALSE	0.688186954471022	0.769
Cre07.g356350.t1.1	DXS	FALSE	0.638965431917431	0.64
Cre07.g356350.t1.1	DXS	FALSE	0.568154150630661	0.628666666666667
Cre07.g356350.t1.1	DXS	FALSE	0.750338915061779	0.799
Cre07.g356350.t1.1	DXS	FALSE	0.770472775929301	0.700666666666667
Cre08.g365900.t1.2	LHCSR1	FALSE	1.63285945869204	2.2
Cre08.g365900.t1.2	LHCSR1	FALSE	1.9762738419937	2.5
Cre08.g365900.t1.2	LHCSR1	TRUE	2.45671065762461	1.4
Cre08.g367400.t1.1	LHCSR3	FALSE	1.22253995497376	1.047
Cre08.g367400.t1.1	LHCSR3	FALSE	1.54097653882472	1.594
Cre08.g367400.t1.1	LHCSR3	TRUE	4.21655249909473	1.1245
Cre08.g367400.t1.1	LHCSR3	FALSE	1.32598737652566	1.8855
Cre08.g367400.t1.1	LHCSR3	TRUE	3.63039706769283	1.2115
Cre08.g367400.t1.1	LHCSR3	TRUE	3.40402177290502	1.2765
Cre09.g409100.t1.2	UROS	FALSE	0.19892230956911	0.936
Cre09.g409100.t1.2	UROS	FALSE	0.19905723811763	0.884
Cre09.g409100.t1.2	UROS	FALSE	0.182334275450932	0.715
Cre09.g412100.t1.2	PSAF	FALSE	0.634293156379518	1.0175
Cre09.g412100.t1.2	PSAF	FALSE	0.210796266863367	0.95
Cre09.g412100.t1.2	PSAF	FALSE	0.548706502501264	1.056
Cre09.g412100.t1.2	PSAF	FALSE	0.107926724702913	0.943
Cre09.g412100.t1.2	PSAF	FALSE	0.428881950025098	0.999
Cre09.g412100.t1.2	PSAF	FALSE	0.412793143046041	0.936
Cre09.g415700.t1.2	CAH3	TRUE	2.49189365977518	1.12466666666667
Cre09.g415700.t1.2	CAH3	FALSE	1.08881227624392	1.121
Cre09.g415700.t1.2	CAH3	TRUE	2.0057564745233	1.2855
Cre09.g415700.t1.2	CAH3	FALSE	1.33649319183521	1.382
Cre09.g415700.t1.2	CAH3	FALSE	1.45538988741734	1.097
Cre09.g417150.t1.2	CAT1	FALSE	0.753395686995447	1.0275
Cre09.g417150.t1.2	CAT1	FALSE	0.374565103218706	0.9585
Cre09.g417150.t1.2	CAT1	FALSE	0.427244394547468	1.066
Cre09.g417150.t1.2	CAT1	FALSE	0.402800827397057	0.845666666666667
Cre09.g417150.t1.2	CAT1	FALSE	0.486919546517457	1.00066666666667
Cre09.g417150.t1.2	CAT1	FALSE	0.403541364756578	1.00533333333333
Cre10.g420350.t1.2	PSAE	FALSE	0.685718543912723	0.893
Cre10.g420350.t1.2	PSAE	FALSE	0.2442557047015	0.8415
Cre10.g420350.t1.2	PSAE	FALSE	0.480256611646254	1.04766666666667
Cre10.g420350.t1.2	PSAE	FALSE	0.10606341738248	0.791333333333333
Cre10.g420350.t1.2	PSAE	FALSE	0.400819714435157	1.123
Cre10.g420350.t1.2	PSAE	FALSE	0.39754993313844	0.946333333333333
Cre10.g425900.t1.2	LHCA5	FALSE	0.537280035592183	0.958
Cre10.g425900.t1.2	LHCA5	FALSE	0.100493089455683	1.097
Cre10.g425900.t1.2	LHCA5	FALSE	0.247074941624521	1.001
Cre10.g425900.t1.2	LHCA5	FALSE	0.0321796072649462	0.726
Cre10.g425900.t1.2	LHCA5	FALSE	0.238429375685917	0.864666666666667
Cre10.g425900.t1.2	LHCA5	FALSE	0.21128777957638	0.966
Cre10.g436050.t1.2	FSD1	FALSE	0.985138693773132	0.989
Cre10.g436050.t1.2	FSD1	FALSE	0.530224597608906	1.16833333333333
Cre10.g436050.t1.2	FSD1	FALSE	0.904040368169691	1.136
Cre10.g436050.t1.2	FSD1	FALSE	0.701063135402343	1.00766666666667
Cre10.g436050.t1.2	FSD1	FALSE	0.726909874128543	0.902
Cre10.g436050.t1.2	FSD1	FALSE	0.65588894188446	1.218
Cre10.g440450.t1.2	PSB28	FALSE	1.03713844706282	1.128
Cre10.g440450.t1.2	PSB28	FALSE	0.607041405698218	1.1
Cre10.g452050.t1.2	LHCA4	FALSE	0.488911579118444	0.902
Cre10.g452050.t1.2	LHCA4	FALSE	0.0990509509976278	1.04466666666667
Cre10.g452050.t1.2	LHCA4	FALSE	0.282547235634366	1.06366666666667
Cre10.g452050.t1.2	LHCA4	FALSE	0.0393192605750794	0.758333333333333
Cre10.g452050.t1.2	LHCA4	FALSE	0.197725812843458	1.008
Cre10.g452050.t1.2	LHCA4	FALSE	0.281479222514762	0.912
Cre10.g453450.t1.2	PSBZ	FALSE	0.645333123641223	1.162
Cre10.g453450.t1.2	PSBZ	FALSE	0.693802045355211	1.137
Cre10.g453450.t1.2	PSBZ	FALSE	0.789195869862153	1.048
Cre10.g456050.t1.2	PSBD	TRUE	2.5201988269769	1.384
Cre10.g456050.t1.2	PSBD	TRUE	3.45115577513839	1.054
Cre10.g456050.t1.2	PSBD	FALSE	1.40957208127121	1.66133333333333
Cre10.g456050.t1.2	PSBD	TRUE	2.18874147604096	1.167
Cre10.g456050.t1.2	PSBD	FALSE	1.96819568526445	1.1405
Cre10.g458450.t1.3	GPX5	FALSE	1.42006882314164	1.1715
Cre10.g458450.t1.3	GPX5	FALSE	1.35568945947062	1.228
Cre11.g476750.t1.2	FNR1	FALSE	1.77922400881629	1.0255
Cre11.g476750.t1.2	FNR1	FALSE	0.349775462846889	1.06
Cre11.g476750.t1.2	FNR1	FALSE	0.817113757916614	1.118
Cre11.g476750.t1.2	FNR1	FALSE	0.659306899386683	1.0885
Cre11.g476750.t1.2	FNR1	FALSE	0.536358764926213	1.075
Cre11.g481450.t1.2	ATPG	FALSE	1.31674910884714	0.9635
Cre11.g481450.t1.2	ATPG	FALSE	0.550390683566385	0.873
Cre11.g481450.t1.2	ATPG	FALSE	0.912322369918758	0.970666666666667
Cre11.g481450.t1.2	ATPG	FALSE	0.478287300056955	0.648666666666667
Cre11.g481450.t1.2	ATPG	FALSE	0.718883986605814	0.848666666666667
Cre11.g481450.t1.2	ATPG	FALSE	0.570485700586531	0.8415
Cre12.g485050.t1.2	CAH6	FALSE	0.544303606476564	1.2
Cre12.g486300.t1.2	PSAL	FALSE	0.177936027034407	1.019
Cre12.g486300.t1.2	PSAL	FALSE	0.545517489814094	1.01033333333333
Cre12.g486300.t1.2	PSAL	FALSE	0.126916313767266	0.9745
Cre12.g486300.t1.2	PSAL	FALSE	0.327283993527519	1.0645
Cre12.g486300.t1.2	PSAL	FALSE	0.355912297265304	1.046
Cre12.g490350.t1.1	HDS	FALSE	1.01097713575165	0.961
Cre12.g490350.t1.1	HDS	FALSE	0.612751123335275	0.669666666666667
Cre12.g490350.t1.1	HDS	FALSE	0.747593773868853	0.564
Cre12.g490350.t1.1	HDS	FALSE	0.60573467459791	0.869666666666667
Cre12.g490350.t1.1	HDS	FALSE	0.559437988216017	0.773
Cre12.g510650.t1.2	FBP1	FALSE	1.52962655239345	1.021
Cre12.g510650.t1.2	FBP1	FALSE	0.628176238964546	0.619
Cre12.g510650.t1.2	FBP1	FALSE	1.09427609240123	1.0115
Cre12.g510650.t1.2	FBP1	FALSE	0.701657673937358	0.515666666666667
Cre12.g510650.t1.2	FBP1	FALSE	0.94387251712637	0.901
Cre12.g510650.t1.2	FBP1	FALSE	0.764316642129829	0.806666666666667
Cre12.g511900.t1.2	RPE1	FALSE	1.78233524617547	1.017
Cre12.g511900.t1.2	RPE1	FALSE	1.30893909138275	0.882
Cre12.g511900.t1.2	RPE1	FALSE	1.29361630660364	0.977
Cre12.g511900.t1.2	RPE1	TRUE	2.07057501203894	1
Cre12.g511900.t1.2	RPE1	FALSE	0.946772082720321	1.041
Cre12.g511900.t1.2	RPE1	FALSE	0.929083046899879	0.916333333333333
Cre12.g546050.t1.2	DXR	FALSE	1.56373827292628	1.044
Cre12.g546050.t1.2	DXR	FALSE	0.662563708786826	0.6825
Cre12.g546050.t1.2	DXR	FALSE	0.936574962702963	0.745
Cre12.g546050.t1.2	DXR	FALSE	0.694792537790772	0.928
Cre12.g546050.t1.2	DXR	FALSE	0.674827200780226	0.804
Cre12.g548400.t1.2	LHCBM2	FALSE	0.630654089708003	0.998
Cre12.g548400.t1.2	LHCBM2	FALSE	0.261194705791332	1.111
Cre12.g548400.t1.2	LHCBM2	FALSE	0.722561352876765	1.071
Cre12.g548400.t1.2	LHCBM2	FALSE	0.103658607858714	0.865333333333333
Cre12.g548400.t1.2	LHCBM2	FALSE	0.728953382476897	1.162
Cre12.g548400.t1.2	LHCBM2	FALSE	0.774692331103103	0.971
Cre12.g550850.t1.2	PSBP1	FALSE	0.449609519362329	1.081
Cre12.g550850.t1.2	PSBP1	FALSE	0.0883189314688345	0.922
Cre12.g550850.t1.2	PSBP1	FALSE	0.206318808630346	1.071
Cre12.g550850.t1.2	PSBP1	FALSE	0.0482827274787123	0.8305
Cre12.g550850.t1.2	PSBP1	FALSE	0.186464701712939	1.0045
Cre12.g550850.t1.2	PSBP1	FALSE	0.173525887026869	0.961
Cre12.g554800.t1.2	PRK1	FALSE	0.625018508793228	0.791
Cre12.g554800.t1.2	PRK1	FALSE	1.17470186011595	0.9565
Cre12.g554800.t1.2	PRK1	FALSE	0.985582408678455	0.6825
Cre12.g554800.t1.2	PRK1	FALSE	0.998079727508346	0.916666666666667
Cre12.g554800.t1.2	PRK1	FALSE	0.832043725163939	0.834666666666667
Cre12.g560950.t1.2	PSAG	FALSE	0.626525694566086	0.962
Cre12.g560950.t1.2	PSAG	FALSE	0.139109078258425	0.877
Cre12.g560950.t1.2	PSAG	FALSE	0.0444764285200404	0.735
Cre12.g560950.t1.2	PSAG	FALSE	0.249299288209758	0.751
Cre16.g673650.t1.1	LHCB5	FALSE	0.559377235245536	1.041
Cre16.g673650.t1.1	LHCB5	FALSE	0.0909582281784266	0.997
Cre16.g673650.t1.1	LHCB5	FALSE	0.197784830030151	1.013
Cre16.g673650.t1.1	LHCB5	FALSE	0.157224404535515	1.03
Cre16.g687900.t1.2	LHCA7	FALSE	0.53604536411177	0.887
Cre16.g687900.t1.2	LHCA7	FALSE	0.109509770263863	0.903666666666667
Cre16.g687900.t1.2	LHCA7	FALSE	0.276455796183161	0.808
Cre16.g687900.t1.2	LHCA7	FALSE	0.0396371193688284	0.7375
Cre16.g687900.t1.2	LHCA7	FALSE	0.228693327465599	0.886
Cre16.g687900.t1.2	LHCA7	FALSE	0.181402631176251	0.936666666666667
Cre17.g720250.t1.2	LHCB4	FALSE	0.497051179487983	1.042
Cre17.g720250.t1.2	LHCB4	FALSE	0.160957191244832	0.905
Cre17.g720250.t1.2	LHCB4	FALSE	0.24738442376222	1.042
Cre17.g720250.t1.2	LHCB4	FALSE	0.103111155128453	0.84
Cre17.g720250.t1.2	LHCB4	FALSE	0.305198701610207	1.0115
Cre17.g741450.t1.2	CPN60B1	FALSE	1.01081306803646	1.0585
Cre17.g741450.t1.2	CPN60B1	FALSE	0.557289714064135	0.764
Cre17.g741450.t1.2	CPN60B1	FALSE	0.382419200920607	0.826
Cre17.g741450.t1.2	CPN60B1	FALSE	0.801410713750356	0.745666666666667
Cre17.g741450.t1.2	CPN60B1	FALSE	0.442280615615376	0.974333333333333
Cre17.g741450.t1.2	CPN60B1	FALSE	0.443566350027857	0.860666666666667
g11477.t1	GTS2	FALSE	0.67831902749895	0.946
g11477.t1	GTS2	FALSE	0.799216332039811	1.001
g11477.t1	GTS2	FALSE	1.10503924557036	1
g11477.t1	GTS2	FALSE	0.686398317789739	1.00733333333333
g11477.t1	GTS2	FALSE	0.659616220906674	1.0535
g11498.t1	ATPD	FALSE	1.48072723458848	0.974666666666667
g11498.t1	ATPD	FALSE	0.634134689276783	0.862333333333333
g11498.t1	ATPD	FALSE	0.799899482548506	0.9865
g11498.t1	ATPD	FALSE	0.464047814376822	0.6915
g11498.t1	ATPD	FALSE	0.799961112977583	0.773
g11498.t1	ATPD	FALSE	0.49529950855962	0.848
g11502.t1	LHCA3	FALSE	0.560896579706295	0.925
g11502.t1	LHCA3	FALSE	0.155623003497111	0.973
g11502.t1	LHCA3	FALSE	0.339794541140326	0.974333333333333
g11502.t1	LHCA3	FALSE	0.0662486066007553	0.808
g11502.t1	LHCA3	FALSE	0.321583206823819	0.952
g11502.t1	LHCA3	FALSE	0.25812281335696	0.947
g11619.t1	PETC	FALSE	1.02119485594178	0.9965
g11619.t1	PETC	FALSE	0.582429108288452	0.9075
g11619.t1	PETC	FALSE	0.602757170677452	0.975
g11619.t1	PETC	FALSE	0.506839452723651	0.830333333333333
g11619.t1	PETC	FALSE	0.735284450731164	0.962
g11619.t1	PETC	FALSE	0.424832561953436	0.9065
g11700.t1	PGK1	FALSE	0.306658429991489	1.031
g11700.t1	PGK1	FALSE	0.402447784283026	1.056
g11700.t1	PGK1	FALSE	0.462669339886088	1.04
g1276.t1	LHCBM1	FALSE	0.726710299306538	0.914
g1276.t1	LHCBM1	FALSE	0.134879783118911	1.08466666666667
g1276.t1	LHCBM1	FALSE	0.374947378367236	1.069
g1276.t1	LHCBM1	FALSE	0.0326143983954573	0.939
g1276.t1	LHCBM1	FALSE	0.294113834644033	0.9365
g1276.t1	LHCBM1	FALSE	0.280622402384254	0.998333333333333
g17518.t1	PSAK	FALSE	0.42116838689543	1.135
g17518.t1	PSAK	FALSE	0.344163378972248	1.051
g17993.t1	PRX7	FALSE	1.07556841545286	1.03566666666667
g17993.t1	PRX7	FALSE	0.67640362045106	1.1165
g17993.t1	PRX7	FALSE	1.17189141393108	1.0935
g17993.t1	PRX7	FALSE	0.810359234988509	1.485
g17993.t1	PRX7	FALSE	1.07526832451468	1.079
g17993.t1	PRX7	FALSE	0.960434560088283	1.612
g18128.t4	NDA2	FALSE	1.0716196384806	1.276
g18128.t4	NDA2	FALSE	1.54205232204541	1.527
g18128.t4	NDA2	FALSE	1.01140398824699	0.789
g274.t1	GAPDH	FALSE	0.397221023746126	0.822
g3557.t1	PTOX2	FALSE	1.10134820336993	1.8385
g3557.t1	PTOX2	FALSE	1.27891332063802	2.4065
g3557.t1	PTOX2	FALSE	1.21056585781556	0.899
g5049.t1	CPN60A	FALSE	0.66661916952926	0.99
g5049.t1	CPN60A	FALSE	0.340371972823741	0.8635
g5049.t1	CPN60A	FALSE	0.180602358115391	0.975666666666667
g5049.t1	CPN60A	FALSE	0.623230570621603	0.808
g5049.t1	CPN60A	FALSE	0.177159770846556	0.967
g5059.t1	LHCBM3	FALSE	0.589931461762855	0.96
g5059.t1	LHCBM3	FALSE	0.12266088585374	1.0265
g5059.t1	LHCBM3	FALSE	0.350821887993605	1.007
g5059.t1	LHCBM3	FALSE	0.0238073758048227	0.9975
g5059.t1	LHCBM3	FALSE	0.322415216147528	1.038
g5059.t1	LHCBM3	FALSE	0.315732264227449	0.977
g5492.t1	PSAD	FALSE	0.753765876868408	1.04633333333333
g5492.t1	PSAD	FALSE	0.344072248595389	0.978
g5492.t1	PSAD	FALSE	0.657397698279701	1.005
g5492.t1	PSAD	FALSE	0.222819844756525	0.674
g5492.t1	PSAD	FALSE	0.546492907856329	1.0085
g5492.t1	PSAD	FALSE	0.555927589901406	0.923
g6355.t1	LHCA6	FALSE	0.530146928580707	0.9935
g6355.t1	LHCA6	FALSE	0.123178078285385	1.0595
g6355.t1	LHCA6	FALSE	0.320861873440294	1.06466666666667
